fp,id,datasource_name,name,schema_name,title,description,name_col,text_info
145021329292505662,13,Healthcare DB 1,test1,dac_test_2,,,dac_test2_id,Healthcare DB 1 test1 dac_test_2  dac_test2_id
8934952484749978662,24,Healthcare DB 1,test7,dac_test_3,,,dac_test_id,Healthcare DB 1 test7 dac_test_3  dac_test_id
6062427939699665524,23,Healthcare DB 1,test6,dac_test_3,,,dac_test_id,Healthcare DB 1 test6 dac_test_3  dac_test_id
7240863682984755684,22,Healthcare DB 1,test5,dac_test_3,,,dac_test_id,Healthcare DB 1 test5 dac_test_3  dac_test_id
6751518499717958670,21,Healthcare DB 1,test3,dac_test_3,,,dac_test_id,Healthcare DB 1 test3 dac_test_3  dac_test_id
8456860353741725822,20,Healthcare DB 1,test2,dac_test_3,,,dac_test_id,Healthcare DB 1 test2 dac_test_3  dac_test_id
259831636202694239,19,Healthcare DB 1,test1,dac_test_3,,,dac_test3_id,Healthcare DB 1 test1 dac_test_3  dac_test3_id
4429305905217257144,460,[Teradata] Manufacturing and Retail,numeric_format,chandra_db,,,id price ticker,[Teradata] Manufacturing and Retail numeric_format chandra_db  id price ticker
7276310901208999595,31,Healthcare DB 1,test3,dac_test_dont_hide,,,dac_test_id,Healthcare DB 1 test3 dac_test_dont_hide  dac_test_id
821963444365614885,30,Healthcare DB 1,test15,dac_test_dont_hide,,,dac_test_id,Healthcare DB 1 test15 dac_test_dont_hide  dac_test_id
680816209927484134,29,Healthcare DB 1,test14,dac_test_dont_hide,,,dac_test_id,Healthcare DB 1 test14 dac_test_dont_hide  dac_test_id
571606797719535783,28,Healthcare DB 1,test13,dac_test_dont_hide,,,dac_test_id,Healthcare DB 1 test13 dac_test_dont_hide  dac_test_id
7569452870656706900,27,Healthcare DB 1,test12,dac_test_dont_hide,,,dac_test_id,Healthcare DB 1 test12 dac_test_dont_hide  dac_test_id
7464813345560819282,26,Healthcare DB 1,test11,dac_test_dont_hide,,,dac_test_id,Healthcare DB 1 test11 dac_test_dont_hide  dac_test_id
4109039271504052339,430,[Teradata] Manufacturing and Retail,gingerly,alation_test,,,helper hamburger,[Teradata] Manufacturing and Retail gingerly alation_test  helper hamburger
146218568532503108,36,Healthcare DB 1,person,infocorp_acq,,,id f_name l_name ph_area ph_exch ph_rest cntry_cd ssn_a3 ssn_b2 ssn_c4 gnd,Healthcare DB 1 person infocorp_acq  id f_name l_name ph_area ph_exch ph_rest cntry_cd ssn_a3 ssn_b2 ssn_c4 gnd
2025690597113404943,682,[VIRTUAL] Master Data,employees,public,,,emp_bonus emp_salary emp_perf emp_iss emp_lastname emp_name emp_st emp_role emp_zipcode emp_age emp_cty emp_sales emp_yrs,[VIRTUAL] Master Data employees public  emp_bonus emp_salary emp_perf emp_iss emp_lastname emp_name emp_st emp_role emp_zipcode emp_age emp_cty emp_sales emp_yrs
6429168232833210350,56,Healthcare DB 1,nppes_country_mixed,npi,,,code descr,Healthcare DB 1 nppes_country_mixed npi  code descr
4662344200218597232,57,Healthcare DB 1,nppes_deactivation_reason,npi,,,code descr,Healthcare DB 1 nppes_deactivation_reason npi  code descr
1147160749142387518,58,Healthcare DB 1,nppes_entity_type,npi,,,code descr,Healthcare DB 1 nppes_entity_type npi  code descr
8184909153626573017,59,Healthcare DB 1,nppes_gender,npi,,,code descr,Healthcare DB 1 nppes_gender npi  code descr
6836879687083993665,53,Healthcare DB 1,michael_test_8,npi,,,id name,Healthcare DB 1 michael_test_8 npi  id name
4384403160578559833,39,Healthcare DB 1,bar2,npi,,,south west east north,Healthcare DB 1 bar2 npi  south west east north
5861910454661106093,52,Healthcare DB 1,michael_test_11,npi,,,id name,Healthcare DB 1 michael_test_11 npi  id name
2094663471388723117,54,Healthcare DB 1,michael_test_9,npi,,,id name,Healthcare DB 1 michael_test_9 npi  id name
3914555168028818054,35,Healthcare DB 1,test7,dac_test_dont_hide,,,dac_test_id,Healthcare DB 1 test7 dac_test_dont_hide  dac_test_id
7914027014181182320,34,Healthcare DB 1,test6,dac_test_dont_hide,,,dac_test_id,Healthcare DB 1 test6 dac_test_dont_hide  dac_test_id
5452902983026778620,33,Healthcare DB 1,test5,dac_test_dont_hide,,,dac_test_id,Healthcare DB 1 test5 dac_test_dont_hide  dac_test_id
1458555473110094063,32,Healthcare DB 1,test4,dac_test_dont_hide,,,dac_test_id dac_test_varchar,Healthcare DB 1 test4 dac_test_dont_hide  dac_test_id dac_test_varchar
2190401580877248744,42,Healthcare DB 1,bidoo2f,npi,,,id ratata age address salary,Healthcare DB 1 bidoo2f npi  id ratata age address salary
3451665384319265323,41,Healthcare DB 1,bar4,npi,,,s x e m,Healthcare DB 1 bar4 npi  s x e m
7340642883489755901,40,Healthcare DB 1,bar3,npi,,,s x e m,Healthcare DB 1 bar3 npi  s x e m
5684392348770610939,45,Healthcare DB 1,danyo,npi,,,id name age address salary,Healthcare DB 1 danyo npi  id name age address salary
15590425287553495,47,Healthcare DB 1,dentist_count_per_true_state,npi,,,state dentist_population,Healthcare DB 1 dentist_count_per_true_state npi  state dentist_population
5016416390580753332,44,Healthcare DB 1,bidoof121,npi,,,id ratata age address salary,Healthcare DB 1 bidoof121 npi  id ratata age address salary
8541220852779922723,46,Healthcare DB 1,dentist_count_per_state,npi,,,state dentist_population,Healthcare DB 1 dentist_count_per_state npi  state dentist_population
2606746579094177797,43,Healthcare DB 1,bidoof,npi,,,id ratata age address salary,Healthcare DB 1 bidoof npi  id ratata age address salary
8634110538260513462,50,Healthcare DB 1,jake_test2,npi,,,aslkdfjalskdfjlk jdlfjkl1 j2 dklfjj3 dfkl4 fjslk5 jdlkfj6 lfjslk7 jfkldsj8 lfjjdkljdfkljdkljdfklj9 l10 sdj11 kskjdjfk12 fjkfk13 jdfjksj14 kj15 djkjdjk16 fk17 skdjk18,Healthcare DB 1 jake_test2 npi  aslkdfjalskdfjlk jdlfjkl1 j2 dklfjj3 dfkl4 fjslk5 jdlkfj6 lfjslk7 jfkldsj8 lfjjdkljdfkljdkljdfklj9 l10 sdj11 kskjdjfk12 fjkfk13 jdfjksj14 kj15 djkjdjk16 fk17 skdjk18
235689130382073873,55,Healthcare DB 1,nppes_country,npi,,,code descr,Healthcare DB 1 nppes_country npi  code descr
3687473839315649347,51,Healthcare DB 1,michael_test_10,npi,,,id name,Healthcare DB 1 michael_test_10 npi  id name
8502606815961906698,49,Healthcare DB 1,jake_test,npi,,,asjlfj laksdjfalj1 lej2 jl3 jflk4 jlkjf5 ljf6 lkjf7 ljflk8 jf9 ljf10 ljf11 kljfl12 jfkl13 jflk14 jfl15 kjf16 jfl17 jflj18,Healthcare DB 1 jake_test npi  asjlfj laksdjfalj1 lej2 jl3 jflk4 jlkjf5 ljf6 lkjf7 ljflk8 jf9 ljf10 ljf11 kljfl12 jfkl13 jflk14 jfl15 kjf16 jfl17 jflj18
3390805230115375549,48,Healthcare DB 1,jake_second_table,npi,,,uno dos1 tres2 quatro3,Healthcare DB 1 jake_second_table npi  uno dos1 tres2 quatro3
8117898711822233998,684,[VIRTUAL] Master Data,sales,public,,,lost closed hold rev,[VIRTUAL] Master Data sales public  lost closed hold rev
1085124626116831431,761,Test DB,customers,public,Customers,Customer loyalty and demographic information,cust_name cust_lastname cust_age cust_cty cust_state cust_zip cust_app,Test DB customers public Customers cust_name cust_lastname cust_age cust_cty cust_state cust_zip cust_app
8086547192029089394,763,Test DB,inventory,public,Store Inventory,Data collected on inventory levels at our stores,stocked store store_state store_zip low_alert overstocked,Test DB inventory public Store Inventory stocked store store_state store_zip low_alert overstocked
2025690597113404979,764,Test DB,employees,public,Employee Summary,A summary of all employee data in the org,emp_name emp_lastname emp_age emp_cty emp_st emp_zipcode emp_salary emp_role emp_yrs emp_perf emp_sales emp_iss emp_bonus,Test DB employees public Employee Summary emp_name emp_lastname emp_age emp_cty emp_st emp_zipcode emp_salary emp_role emp_yrs emp_perf emp_sales emp_iss emp_bonus
5184149475858955188,60,Healthcare DB 1,nppes_other_id_type,npi,,,code descr,Healthcare DB 1 nppes_other_id_type npi  code descr
7394099154526471666,61,Healthcare DB 1,nppes_other_name_type,npi,,,code descr entity_type,Healthcare DB 1 nppes_other_name_type npi  code descr entity_type
5704433936627619336,62,Healthcare DB 1,nppes_provider,npi,,,npi entity_type_code replacement_npi employer_id_no org_name last_name first_name middle_name name_prefix name_suffix credential_text other_org_name other_org_name_type_code other_last_name other_first_name other_middle_name other_name_prefix_text other_name_suffix_text other_credential_text other_last_name_type_code bus_mail_address1 bus_mail_address2 bus_mail_city bus_mail_state_code bus_mail_postal_code bus_mail_country_code bus_mail_phone bus_mail_fax practice_addr1 practice_addr2 practice_city practice_state_code practice_postal_code practice_country_code practice_phone practice_fax enumeration_date last_update_date deactivation_reason_code deactivation_date reactivation_date gender_code auth_official_last_name auth_official_first_name auth_official_middle_name auth_official_title auth_official_phone is_sole_proprietor is_organization_subpart parent_organization_lbn parent_organization_tin auth_official_name_prefix auth_official_name_suffix auth_official_credential healthcare_provider_taxonomy_group_1 healthcare_provider_taxonomy_group_2 healthcare_provider_taxonomy_group_3 healthcare_provider_taxonomy_group_4 healthcare_provider_taxonomy_group_5 healthcare_provider_taxonomy_group_6 healthcare_provider_taxonomy_group_7 healthcare_provider_taxonomy_group_8 healthcare_provider_taxonomy_group_9 healthcare_provider_taxonomy_group_10 healthcare_provider_taxonomy_group_11 healthcare_provider_taxonomy_group_12 healthcare_provider_taxonomy_group_13 healthcare_provider_taxonomy_group_14 healthcare_provider_taxonomy_group_15 deleted_flag,Healthcare DB 1 nppes_provider npi  npi entity_type_code replacement_npi employer_id_no org_name last_name first_name middle_name name_prefix name_suffix credential_text other_org_name other_org_name_type_code other_last_name other_first_name other_middle_name other_name_prefix_text other_name_suffix_text other_credential_text other_last_name_type_code bus_mail_address1 bus_mail_address2 bus_mail_city bus_mail_state_code bus_mail_postal_code bus_mail_country_code bus_mail_phone bus_mail_fax practice_addr1 practice_addr2 practice_city practice_state_code practice_postal_code practice_country_code practice_phone practice_fax enumeration_date last_update_date deactivation_reason_code deactivation_date reactivation_date gender_code auth_official_last_name auth_official_first_name auth_official_middle_name auth_official_title auth_official_phone is_sole_proprietor is_organization_subpart parent_organization_lbn parent_organization_tin auth_official_name_prefix auth_official_name_suffix auth_official_credential healthcare_provider_taxonomy_group_1 healthcare_provider_taxonomy_group_2 healthcare_provider_taxonomy_group_3 healthcare_provider_taxonomy_group_4 healthcare_provider_taxonomy_group_5 healthcare_provider_taxonomy_group_6 healthcare_provider_taxonomy_group_7 healthcare_provider_taxonomy_group_8 healthcare_provider_taxonomy_group_9 healthcare_provider_taxonomy_group_10 healthcare_provider_taxonomy_group_11 healthcare_provider_taxonomy_group_12 healthcare_provider_taxonomy_group_13 healthcare_provider_taxonomy_group_14 healthcare_provider_taxonomy_group_15 deleted_flag
5230298103818743965,63,Healthcare DB 1,nppes_provider_identifier,npi,,,npi sequence identifier other_id_type_code state_code issuer deleted_flag,Healthcare DB 1 nppes_provider_identifier npi  npi sequence identifier other_id_type_code state_code issuer deleted_flag
6862183197782115285,64,Healthcare DB 1,nppes_provider_taxonomy,npi,,,npi sequence taxonomy_code license_no state_code primary_switch deleted_flag,Healthcare DB 1 nppes_provider_taxonomy npi  npi sequence taxonomy_code license_no state_code primary_switch deleted_flag
716873799150131878,65,Healthcare DB 1,nppes_state,npi,,,code descr state_type,Healthcare DB 1 nppes_state npi  code descr state_type
6865357196590998424,66,Healthcare DB 1,nppes_state_mixed,npi,,,code descr state_type,Healthcare DB 1 nppes_state_mixed npi  code descr state_type
7127693899968064429,67,Healthcare DB 1,nppes_state_projected,npi,,,code state_type,Healthcare DB 1 nppes_state_projected npi  code state_type
4432826925774591331,68,Healthcare DB 1,nppes_taxonomy,npi,,,id parent_id level taxonomy_code descr,Healthcare DB 1 nppes_taxonomy npi  id parent_id level taxonomy_code descr
5339042384187087724,683,[VIRTUAL] Master Data,parts,public,,,count sub_cat sku cat,[VIRTUAL] Master Data parts public  count sub_cat sku cat
1460197197569907106,70,Healthcare DB 1,population_density,npi,,,state_or_region pop_1910 pop_1920 pop_1930 pop_1940 pop_1950 pop_1960 pop_1970 pop_1980 pop_1990 pop_2000 pop_2010 density_1910 density_1920 density_1930 density_1940 density_1950 density_1960 density_1970 density_1980 density_1990 density_2000 density_2010 rank_1910 rank_1920 rank_1930 rank_1940 rank_1950 rank_1960 rank_1970 rank_1980 rank_1990 rank_2000 rank_2010,Healthcare DB 1 population_density npi  state_or_region pop_1910 pop_1920 pop_1930 pop_1940 pop_1950 pop_1960 pop_1970 pop_1980 pop_1990 pop_2000 pop_2010 density_1910 density_1920 density_1930 density_1940 density_1950 density_1960 density_1970 density_1980 density_1990 density_2000 density_2010 rank_1910 rank_1920 rank_1930 rank_1940 rank_1950 rank_1960 rank_1970 rank_1980 rank_1990 rank_2000 rank_2010
1805355291051142740,71,Healthcare DB 1,pop_density,npi,,,state_or_region pop_1910 pop_1920 pop_1930 pop_1940 pop_1950 pop_1960 pop_1970 pop_1980 pop_1990 pop_2000 pop_2010 density_1910 density_1920 density_1930 density_1940 density_1950 density_1960 density_1970 density_1980 density_1990 density_2000 density_2010 rank_1910 rank_1920 rank_1930 rank_1940 rank_1950 rank_1960 rank_1970 rank_1980 rank_1990 rank_2000 rank_2010,Healthcare DB 1 pop_density npi  state_or_region pop_1910 pop_1920 pop_1930 pop_1940 pop_1950 pop_1960 pop_1970 pop_1980 pop_1990 pop_2000 pop_2010 density_1910 density_1920 density_1930 density_1940 density_1950 density_1960 density_1970 density_1980 density_1990 density_2000 density_2010 rank_1910 rank_1920 rank_1930 rank_1940 rank_1950 rank_1960 rank_1970 rank_1980 rank_1990 rank_2000 rank_2010
5423797328773269560,72,Healthcare DB 1,provider_count_per_state_or_territory,npi,,,state provider_population,Healthcare DB 1 provider_count_per_state_or_territory npi  state provider_population
3777439570083620946,73,Healthcare DB 1,report_gen_by_name_prefix,npi,,,name_prefix practice_state_code descr,Healthcare DB 1 report_gen_by_name_prefix npi  name_prefix practice_state_code descr
6485656510874163663,74,Healthcare DB 1,report_gen_by_state,npi,,,num descr state_name,Healthcare DB 1 report_gen_by_state npi  num descr state_name
6995441398281477463,75,Healthcare DB 1,report_misc,npi,,,num state_code state_name taxonomy_descr taxonomy_code,Healthcare DB 1 report_misc npi  num state_code state_name taxonomy_descr taxonomy_code
1773535960261079570,76,Healthcare DB 1,report_most_popular_credentials,npi,,,num credential_text,Healthcare DB 1 report_most_popular_credentials npi  num credential_text
3040106062396565523,77,Healthcare DB 1,report_name_prefix_by_state,npi,,,num name_prefix state_name,Healthcare DB 1 report_name_prefix_by_state npi  num name_prefix state_name
3945412949649396704,78,Healthcare DB 1,report_org_count,npi,,,num practice_city,Healthcare DB 1 report_org_count npi  num practice_city
31141052340381895,79,Healthcare DB 1,report_prefix_count,npi,,,num name_prefix,Healthcare DB 1 report_prefix_count npi  num name_prefix
8758921550973524794,80,Healthcare DB 1,slice_nppes_provide_alabama,npi,,,npi entity_type_code replacement_npi employer_id_no org_name last_name first_name middle_name name_prefix name_suffix credential_text other_org_name other_org_name_type_code other_last_name other_first_name other_middle_name other_name_prefix_text other_name_suffix_text other_credential_text other_last_name_type_code bus_mail_address1 bus_mail_address2 bus_mail_city bus_mail_state_code bus_mail_postal_code bus_mail_country_code bus_mail_phone bus_mail_fax practice_addr1 practice_addr2 practice_city practice_state_code practice_postal_code practice_country_code practice_phone practice_fax enumeration_date last_update_date deactivation_reason_code deactivation_date reactivation_date gender_code auth_official_last_name auth_official_first_name auth_official_middle_name auth_official_title auth_official_phone is_sole_proprietor is_organization_subpart parent_organization_lbn parent_organization_tin auth_official_name_prefix auth_official_name_suffix auth_official_credential healthcare_provider_taxonomy_group_1 healthcare_provider_taxonomy_group_2 healthcare_provider_taxonomy_group_3 healthcare_provider_taxonomy_group_4 healthcare_provider_taxonomy_group_5 healthcare_provider_taxonomy_group_6 healthcare_provider_taxonomy_group_7 healthcare_provider_taxonomy_group_8 healthcare_provider_taxonomy_group_9 healthcare_provider_taxonomy_group_10 healthcare_provider_taxonomy_group_11 healthcare_provider_taxonomy_group_12 healthcare_provider_taxonomy_group_13 healthcare_provider_taxonomy_group_14 healthcare_provider_taxonomy_group_15 deleted_flag,Healthcare DB 1 slice_nppes_provide_alabama npi  npi entity_type_code replacement_npi employer_id_no org_name last_name first_name middle_name name_prefix name_suffix credential_text other_org_name other_org_name_type_code other_last_name other_first_name other_middle_name other_name_prefix_text other_name_suffix_text other_credential_text other_last_name_type_code bus_mail_address1 bus_mail_address2 bus_mail_city bus_mail_state_code bus_mail_postal_code bus_mail_country_code bus_mail_phone bus_mail_fax practice_addr1 practice_addr2 practice_city practice_state_code practice_postal_code practice_country_code practice_phone practice_fax enumeration_date last_update_date deactivation_reason_code deactivation_date reactivation_date gender_code auth_official_last_name auth_official_first_name auth_official_middle_name auth_official_title auth_official_phone is_sole_proprietor is_organization_subpart parent_organization_lbn parent_organization_tin auth_official_name_prefix auth_official_name_suffix auth_official_credential healthcare_provider_taxonomy_group_1 healthcare_provider_taxonomy_group_2 healthcare_provider_taxonomy_group_3 healthcare_provider_taxonomy_group_4 healthcare_provider_taxonomy_group_5 healthcare_provider_taxonomy_group_6 healthcare_provider_taxonomy_group_7 healthcare_provider_taxonomy_group_8 healthcare_provider_taxonomy_group_9 healthcare_provider_taxonomy_group_10 healthcare_provider_taxonomy_group_11 healthcare_provider_taxonomy_group_12 healthcare_provider_taxonomy_group_13 healthcare_provider_taxonomy_group_14 healthcare_provider_taxonomy_group_15 deleted_flag
4286334860269741116,81,Healthcare DB 1,slice_nppes_provide_alaska,npi,,,npi entity_type_code replacement_npi employer_id_no org_name last_name first_name middle_name name_prefix name_suffix credential_text other_org_name other_org_name_type_code other_last_name other_first_name other_middle_name other_name_prefix_text other_name_suffix_text other_credential_text other_last_name_type_code bus_mail_address1 bus_mail_address2 bus_mail_city bus_mail_state_code bus_mail_postal_code bus_mail_country_code bus_mail_phone bus_mail_fax practice_addr1 practice_addr2 practice_city practice_state_code practice_postal_code practice_country_code practice_phone practice_fax enumeration_date last_update_date deactivation_reason_code deactivation_date reactivation_date gender_code auth_official_last_name auth_official_first_name auth_official_middle_name auth_official_title auth_official_phone is_sole_proprietor is_organization_subpart parent_organization_lbn parent_organization_tin auth_official_name_prefix auth_official_name_suffix auth_official_credential healthcare_provider_taxonomy_group_1 healthcare_provider_taxonomy_group_2 healthcare_provider_taxonomy_group_3 healthcare_provider_taxonomy_group_4 healthcare_provider_taxonomy_group_5 healthcare_provider_taxonomy_group_6 healthcare_provider_taxonomy_group_7 healthcare_provider_taxonomy_group_8 healthcare_provider_taxonomy_group_9 healthcare_provider_taxonomy_group_10 healthcare_provider_taxonomy_group_11 healthcare_provider_taxonomy_group_12 healthcare_provider_taxonomy_group_13 healthcare_provider_taxonomy_group_14 healthcare_provider_taxonomy_group_15 deleted_flag,Healthcare DB 1 slice_nppes_provide_alaska npi  npi entity_type_code replacement_npi employer_id_no org_name last_name first_name middle_name name_prefix name_suffix credential_text other_org_name other_org_name_type_code other_last_name other_first_name other_middle_name other_name_prefix_text other_name_suffix_text other_credential_text other_last_name_type_code bus_mail_address1 bus_mail_address2 bus_mail_city bus_mail_state_code bus_mail_postal_code bus_mail_country_code bus_mail_phone bus_mail_fax practice_addr1 practice_addr2 practice_city practice_state_code practice_postal_code practice_country_code practice_phone practice_fax enumeration_date last_update_date deactivation_reason_code deactivation_date reactivation_date gender_code auth_official_last_name auth_official_first_name auth_official_middle_name auth_official_title auth_official_phone is_sole_proprietor is_organization_subpart parent_organization_lbn parent_organization_tin auth_official_name_prefix auth_official_name_suffix auth_official_credential healthcare_provider_taxonomy_group_1 healthcare_provider_taxonomy_group_2 healthcare_provider_taxonomy_group_3 healthcare_provider_taxonomy_group_4 healthcare_provider_taxonomy_group_5 healthcare_provider_taxonomy_group_6 healthcare_provider_taxonomy_group_7 healthcare_provider_taxonomy_group_8 healthcare_provider_taxonomy_group_9 healthcare_provider_taxonomy_group_10 healthcare_provider_taxonomy_group_11 healthcare_provider_taxonomy_group_12 healthcare_provider_taxonomy_group_13 healthcare_provider_taxonomy_group_14 healthcare_provider_taxonomy_group_15 deleted_flag
2113021513016678485,82,Healthcare DB 1,slice_nppes_provide_american_samoa,npi,,,npi entity_type_code replacement_npi employer_id_no org_name last_name first_name middle_name name_prefix name_suffix credential_text other_org_name other_org_name_type_code other_last_name other_first_name other_middle_name other_name_prefix_text other_name_suffix_text other_credential_text other_last_name_type_code bus_mail_address1 bus_mail_address2 bus_mail_city bus_mail_state_code bus_mail_postal_code bus_mail_country_code bus_mail_phone bus_mail_fax practice_addr1 practice_addr2 practice_city practice_state_code practice_postal_code practice_country_code practice_phone practice_fax enumeration_date last_update_date deactivation_reason_code deactivation_date reactivation_date gender_code auth_official_last_name auth_official_first_name auth_official_middle_name auth_official_title auth_official_phone is_sole_proprietor is_organization_subpart parent_organization_lbn parent_organization_tin auth_official_name_prefix auth_official_name_suffix auth_official_credential healthcare_provider_taxonomy_group_1 healthcare_provider_taxonomy_group_2 healthcare_provider_taxonomy_group_3 healthcare_provider_taxonomy_group_4 healthcare_provider_taxonomy_group_5 healthcare_provider_taxonomy_group_6 healthcare_provider_taxonomy_group_7 healthcare_provider_taxonomy_group_8 healthcare_provider_taxonomy_group_9 healthcare_provider_taxonomy_group_10 healthcare_provider_taxonomy_group_11 healthcare_provider_taxonomy_group_12 healthcare_provider_taxonomy_group_13 healthcare_provider_taxonomy_group_14 healthcare_provider_taxonomy_group_15 deleted_flag,Healthcare DB 1 slice_nppes_provide_american_samoa npi  npi entity_type_code replacement_npi employer_id_no org_name last_name first_name middle_name name_prefix name_suffix credential_text other_org_name other_org_name_type_code other_last_name other_first_name other_middle_name other_name_prefix_text other_name_suffix_text other_credential_text other_last_name_type_code bus_mail_address1 bus_mail_address2 bus_mail_city bus_mail_state_code bus_mail_postal_code bus_mail_country_code bus_mail_phone bus_mail_fax practice_addr1 practice_addr2 practice_city practice_state_code practice_postal_code practice_country_code practice_phone practice_fax enumeration_date last_update_date deactivation_reason_code deactivation_date reactivation_date gender_code auth_official_last_name auth_official_first_name auth_official_middle_name auth_official_title auth_official_phone is_sole_proprietor is_organization_subpart parent_organization_lbn parent_organization_tin auth_official_name_prefix auth_official_name_suffix auth_official_credential healthcare_provider_taxonomy_group_1 healthcare_provider_taxonomy_group_2 healthcare_provider_taxonomy_group_3 healthcare_provider_taxonomy_group_4 healthcare_provider_taxonomy_group_5 healthcare_provider_taxonomy_group_6 healthcare_provider_taxonomy_group_7 healthcare_provider_taxonomy_group_8 healthcare_provider_taxonomy_group_9 healthcare_provider_taxonomy_group_10 healthcare_provider_taxonomy_group_11 healthcare_provider_taxonomy_group_12 healthcare_provider_taxonomy_group_13 healthcare_provider_taxonomy_group_14 healthcare_provider_taxonomy_group_15 deleted_flag
